Time, Study Part, Sample, Trial Number, In progress, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, No Touch
2.042226,A,20,1,False,0,0,0,0,0,0,1
2.053337,A,20,1,False,0,0,0,0,0,0,1
2.064448,A,20,1,False,0,0,0,0,0,0,1
2.075559,A,20,1,False,0,0,0,0,0,0,1
2.08667,A,20,1,False,0,0,0,0,0,0,1
2.097781,A,20,1,False,0,0,0,0,0,0,1
2.108892,A,20,1,False,0,0,0,0,0,0,1
2.120003,A,20,1,False,0,0,0,0,0,0,1
2.131114,A,20,1,False,0,0,0,0,0,0,1
2.142225,A,20,1,False,0,0,0,0,0,0,1
2.153336,A,20,1,False,0,0,0,0,0,0,1
2.164447,A,20,1,False,0,0,0,0,0,0,1
2.175558,A,20,1,False,0,0,0,0,0,0,1
2.186669,A,20,1,False,0,0,0,0,0,0,1
2.19778,A,20,1,False,0,0,0,0,0,0,1
2.208891,A,20,1,False,0,0,0,0,0,0,1
2.220002,A,20,1,False,0,0,0,0,0,0,1
2.231113,A,20,1,False,0,0,0,0,0,0,1
2.242224,A,20,1,False,0,0,0,0,0,0,1
2.253335,A,20,1,False,0,0,0,0,0,0,1
2.264446,A,20,1,False,0,0,0,0,0,0,1
2.275557,A,20,1,False,0,0,0,0,0,0,1
