Time, Trial Number, Study Part, Sample, Illusion Sample, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, No Touch
1.465369,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.476874,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.488112,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.499137,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.516024,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.521391,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.532431,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.543423,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.554796,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.571259,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.576923,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.592013,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.598906,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.610279,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.628035,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.632381,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.643476,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.656253,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.665835,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.676932,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.69291,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.698801,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.71027,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.721199,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.73253,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.752989,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.755869,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.765666,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.776713,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.78783,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.803855,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.810013,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.821052,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.832716,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.843652,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.854641,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.865675,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.876713,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.888053,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.904178,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.910004,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.930945,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.934343,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.943316,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.954597,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.965519,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.976619,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.98781,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
1.999048,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.009878,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.021118,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.032424,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.043372,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.062042,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.066122,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.087011,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.090238,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.098704,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.109894,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.121202,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.132319,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.143385,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.154483,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.165407,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.176715,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.187909,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.203593,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.225244,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.231906,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.243192,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.254407,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.26558,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.277816,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.287518,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.298689,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.309765,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.320924,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.332072,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.34329,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.354391,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.370889,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
2.388199,1,ScalingUp,1.08,True,0,0,0,0,0,0,0
