Time, Trial Number, Study Part, Sample, Illusion Sample, Sole A, Sole B, Sole C, Sole D, Sole E, Sole F, Total, No Touch
0.0111663,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0228136,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0337816,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0552049,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0588198,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0671428,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0781495,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.0892296,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1004918,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.111398,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1225178,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1337823,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1448617,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1558755,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1669767,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1781787,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.1893113,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2105443,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2142495,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2227293,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2338216,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2449284,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2557888,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2670027,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2782424,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.2891464,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.300158,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3112459,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3225377,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3338543,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3448746,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3664523,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3699776,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.377998,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.388944,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.3999888,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.411072,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4223401,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4333248,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4445828,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4558499,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4666219,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.4778685,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.488954,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5006252,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5213261,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.52487,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.533375,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5445235,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5554047,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5667787,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.5777254,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.588771,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6001117,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6110066,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6221552,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6331936,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6444166,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6554472,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6771806,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6808677,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6892366,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.6998565,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7108474,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7218989,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7334999,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7441476,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7555286,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7664938,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7774054,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7886591,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.7997781,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.8111245,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.8328616,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
0.837095,1,ScalingUp,1.08,False,0,0,0,0,0,0,0,True
